% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
5.954	0	0	596	5	68	28	9422	0
5.955	0	0	596	6	47	28	9422	0
5.956	0	0	596	7	71	24	6882	0
5.957	0	0	596	8	18	28	9422	0
5.958	0	0	596	9	61	24	6882	0
5.959	0	0	596	10	40	26	7708	0
5.96	0	0	597	1	69	28	9422	0
5.961	0	0	597	2	3	24	6882	0
5.962	0	0	597	3	5	24	6882	0
5.963	0	0	597	4	7	28	9422	0
5.964	0	0	597	5	9	28	9422	0
5.965	0	0	597	6	70	24	6882	0
5.966	0	0	597	7	12	28	9422	0
5.967	0	0	597	8	14	26	7708	0
5.968	0	0	597	9	34	24	6882	0
5.969	0	0	597	10	23	24	6882	0
5.97	0	0	598	1	10	26	7708	0
5.971	0	0	598	2	22	26	7708	0
5.972	0	0	598	3	17	28	9422	0
5.973	0	0	598	4	25	26	7708	0
5.974	0	0	598	5	37	24	6882	0
5.975	0	0	598	6	36	28	9422	0
5.976	0	0	598	7	38	28	9422	0
5.977	0	0	598	8	21	24	6882	0
5.978	0	0	598	9	6	26	7708	0
5.979	0	0	598	10	48	24	6882	0
5.98	0	0	599	1	4	24	6882	0
5.981	0	0	599	2	49	26	7708	0
5.982	0	0	599	3	57	26	7708	0
5.983	0	0	599	4	64	28	9422	0
5.984	0	0	599	5	68	28	9422	0
5.985	0	0	599	6	71	24	6882	0
5.986	0	0	599	7	18	28	9422	0
5.987	0	0	599	8	61	24	6882	0
5.988	0	0	599	9	40	26	7708	0
5.989	0	0	599	10	3	24	6882	0
5.99	0	0	600	1	5	24	6882	0
5.991	0	0	600	2	7	28	9422	0
5.992	0	0	600	3	9	28	9422	0
5.993	0	0	600	4	70	24	6882	0
5.994	0	0	600	5	12	28	9422	0
5.995	0	0	600	6	14	26	7708	0
5.996	0	0	600	7	34	24	6882	0
5.997	0	0	600	8	23	24	6882	0
5.998	0	0	600	9	10	26	7708	0
5.999	0	0	600	10	22	26	7708	0
6	0	0	601	1	27	28	9422	0
6.001	0	0	601	2	17	28	9422	0
6.002	0	0	601	3	24	26	7708	0
6.003	0	0	601	4	26	28	9422	0
6.004	0	0	601	5	25	26	7708	0
6.005	0	0	601	6	37	24	6882	0
6.006	0	0	601	7	36	28	9422	0
6.007	0	0	601	8	38	28	9422	0
6.008	0	0	601	9	6	26	7708	0
6.009	0	0	601	10	48	24	6882	0
6.01	0	0	602	1	49	26	7708	0
6.011	0	0	602	2	1	28	9422	0
6.013	0	0	602	4	57	26	7708	0
6.015	0	0	602	6	64	28	9422	0
6.016	0	0	602	7	68	28	9422	0
6.017	0	0	602	8	71	24	6882	0
6.018	0	0	602	9	18	28	9422	0
6.019	0	0	602	10	61	24	6882	0
6.02	0	0	603	1	40	26	7708	0
6.021	0	0	603	2	3	24	6882	0
6.022	0	0	603	3	5	24	6882	0
6.023	0	0	603	4	7	28	9422	0
6.024	0	0	603	5	9	28	9422	0
6.025	0	0	603	6	70	24	6882	0
6.026	0	0	603	7	12	28	9422	0
6.027	0	0	603	8	47	28	9422	0
6.028	0	0	603	9	14	26	7708	0
6.029	0	0	603	10	34	24	6882	0
6.03	0	0	604	1	23	24	6882	0
6.031	0	0	604	2	26	28	9422	0
6.032	0	0	604	3	69	28	9422	0
6.033	0	0	604	4	47	28	9422	0
6.034	0	0	604	5	27	28	9422	0
6.035	0	0	604	6	22	26	7708	0
6.036	0	0	604	7	10	26	7708	0
6.037	0	0	604	8	17	28	9422	0
6.038	0	0	604	9	25	26	7708	0
6.039	0	0	604	10	37	24	6882	0
6.04	0	0	605	1	36	28	9422	0
6.041	0	0	605	2	38	28	9422	0
6.042	0	0	605	3	6	26	7708	0
6.043	0	0	605	4	48	24	6882	0
6.044	0	0	605	5	49	26	7708	0
6.045	0	0	605	6	57	26	7708	0
6.046	0	0	605	7	64	28	9422	0
6.047	0	0	605	8	68	28	9422	0
6.048	0	0	605	9	71	24	6882	0
6.049	0	0	605	10	67	26	7708	0
6.05	0	0	606	1	72	24	6882	0
6.051	0	0	606	2	4	24	6882	0
6.052	0	0	606	3	3	24	6882	0
6.053	0	0	606	4	5	24	6882	0
6.054	0	0	606	5	7	28	9422	0
6.055	0	0	606	6	27	28	9422	0
6.056	0	0	606	7	9	28	9422	0
6.057	0	0	606	8	70	24	6882	0
6.059	0	0	606	10	35	28	9422	0
6.06	0	0	607	1	12	28	9422	0
6.061	0	0	607	2	14	26	7708	0
6.062	0	0	607	3	34	24	6882	0
6.063	0	0	607	4	23	24	6882	0
6.064	0	0	607	5	47	28	9422	0
6.065	0	0	607	6	10	26	7708	0
6.066	0	0	607	7	17	28	9422	0
6.067	0	0	607	8	25	26	7708	0
6.068	0	0	607	9	37	24	6882	0
6.069	0	0	607	10	24	26	7708	0
6.07	0	0	608	1	24	26	7708	0
6.071	0	0	608	2	36	28	9422	0
6.072	0	0	608	3	38	28	9422	0
6.073	0	0	608	4	6	26	7708	0
6.074	0	0	608	5	48	24	6882	0
6.075	0	0	608	6	49	26	7708	0
6.076	0	0	608	7	22	26	7708	0
6.077	0	0	608	8	1	28	9422	0
6.078	0	0	608	9	67	26	7708	0
6.079	0	0	608	10	57	26	7708	0
6.08	0	0	609	1	64	28	9422	0
6.081	0	0	609	2	68	28	9422	0
6.082	0	0	609	3	71	24	6882	0
6.083	0	0	609	4	3	24	6882	0
6.084	0	0	609	5	5	24	6882	0
6.085	0	0	609	6	7	28	9422	0
6.086	0	0	609	7	27	28	9422	0
6.087	0	0	609	8	9	28	9422	0
6.088	0	0	609	9	70	24	6882	0
6.09	0	0	610	1	12	28	9422	0
6.091	0	0	610	2	14	26	7708	0
6.092	0	0	610	3	34	24	6882	0
6.093	0	0	610	4	23	24	6882	0
6.094	0	0	610	5	47	28	9422	0
6.095	0	0	610	6	10	26	7708	0
6.096	0	0	610	7	1	28	9422	0
6.097	0	0	610	8	17	28	9422	0
6.098	0	0	610	9	25	26	7708	0
6.099	0	0	610	10	37	24	6882	0
6.1	0	0	611	1	36	28	9422	0
6.101	0	0	611	2	38	28	9422	0
6.102	0	0	611	3	6	26	7708	0
6.103	0	0	611	4	48	24	6882	0
6.104	0	0	611	5	49	26	7708	0
6.105	0	0	611	6	57	26	7708	0
6.106	0	0	611	7	64	28	9422	0
6.107	0	0	611	8	68	28	9422	0
6.108	0	0	611	9	71	24	6882	0
6.109	0	0	611	10	3	24	6882	0
6.11	0	0	612	1	26	28	9422	0
6.111	0	0	612	2	5	24	6882	0
6.112	0	0	612	3	7	28	9422	0
6.113	0	0	612	4	27	28	9422	0
6.114	0	0	612	5	9	28	9422	0
6.115	0	0	612	6	12	28	9422	0
6.116	0	0	612	7	72	24	6882	0
6.117	0	0	612	8	1	28	9422	0
6.118	0	0	612	9	14	26	7708	0
6.119	0	0	612	10	70	24	6882	0
6.12	0	0	613	1	34	24	6882	0
6.121	0	0	613	2	23	24	6882	0
6.122	0	0	613	3	10	26	7708	0
6.123	0	0	613	4	17	28	9422	0
6.124	0	0	613	5	25	26	7708	0
6.125	0	0	613	6	37	24	6882	0
6.126	0	0	613	7	36	28	9422	0
6.127	0	0	613	8	38	28	9422	0
6.128	0	0	613	9	6	26	7708	0
6.129	0	0	613	10	48	24	6882	0
6.13	0	0	614	1	49	26	7708	0
6.131	0	0	614	2	57	26	7708	0
6.132	0	0	614	3	64	28	9422	0
6.133	0	0	614	4	68	28	9422	0
6.134	0	0	614	5	71	24	6882	0
6.135	0	0	614	6	3	24	6882	0
6.136	0	0	614	7	1	28	9422	0
6.137	0	0	614	8	5	24	6882	0
6.138	0	0	614	9	7	28	9422	0
6.139	0	0	614	10	9	28	9422	0
6.14	0	0	615	1	70	24	6882	0
6.141	0	0	615	2	12	28	9422	0
6.142	0	0	615	3	14	26	7708	0
6.143	0	0	615	4	23	24	6882	0
6.144	0	0	615	5	17	28	9422	0
6.145	0	0	615	6	10	26	7708	0
6.146	0	0	615	7	25	26	7708	0
6.147	0	0	615	8	37	24	6882	0
6.148	0	0	615	9	38	28	9422	0
6.149	0	0	615	10	27	28	9422	0
6.15	0	0	616	1	6	26	7708	0
6.151	0	0	616	2	48	24	6882	0
6.152	0	0	616	3	69	28	9422	0
6.153	0	0	616	4	22	26	7708	0
6.154	0	0	616	5	49	26	7708	0
6.155	0	0	616	6	57	26	7708	0
6.156	0	0	616	7	64	28	9422	0
6.157	0	0	616	8	28	28	9422	0
6.158	0	0	616	9	34	24	6882	0
6.159	0	0	616	10	68	28	9422	0
6.16	0	0	617	1	71	24	6882	0
6.161	0	0	617	2	3	24	6882	0
6.162	0	0	617	3	26	28	9422	0
6.163	0	0	617	4	26	28	9422	0
6.164	0	0	617	5	5	24	6882	0
6.166	0	0	617	7	26	28	9422	0
6.167	0	0	617	8	7	28	9422	0
6.168	0	0	617	9	9	28	9422	0
6.169	0	0	617	10	70	24	6882	0
6.17	0	0	618	1	27	28	9422	0
6.172	0	0	618	3	12	28	9422	0
6.173	0	0	618	4	14	26	7708	0
6.174	0	0	618	5	23	24	6882	0
6.175	0	0	618	6	10	26	7708	0
6.176	0	0	618	7	17	28	9422	0
6.177	0	0	618	8	34	24	6882	0
6.178	0	0	618	9	28	28	9422	0
6.179	0	0	618	10	25	26	7708	0
6.18	0	0	619	1	37	24	6882	0
6.181	0	0	619	2	38	28	9422	0
6.182	0	0	619	3	6	26	7708	0
6.183	0	0	619	4	48	24	6882	0
6.184	0	0	619	5	49	26	7708	0
6.185	0	0	619	6	47	28	9422	0
6.186	0	0	619	7	4	24	6882	0
6.187	0	0	619	8	72	24	6882	0
6.188	0	0	619	9	57	26	7708	0
6.189	0	0	619	10	64	28	9422	0
6.19	0	0	620	1	68	28	9422	0
6.191	0	0	620	2	71	24	6882	0
6.192	0	0	620	3	3	24	6882	0
6.193	0	0	620	4	5	24	6882	0
6.194	0	0	620	5	26	28	9422	0
6.195	0	0	620	6	7	28	9422	0
6.196	0	0	620	7	9	28	9422	0
6.197	0	0	620	8	70	24	6882	0
6.198	0	0	620	9	28	28	9422	0
6.199	0	0	620	10	12	28	9422	0
6.2	0	0	621	1	14	26	7708	0
6.201	0	0	621	2	23	24	6882	0
6.202	0	0	621	3	10	26	7708	0
6.203	0	0	621	4	17	28	9422	0
6.204	0	0	621	5	27	28	9422	0
6.205	0	0	621	6	34	24	6882	0
6.206	0	0	621	7	24	26	7708	0
6.207	0	0	621	8	25	26	7708	0
6.208	0	0	621	9	59	28	9422	0
6.209	0	0	621	10	37	24	6882	0
6.21	0	0	622	1	38	28	9422	0
6.211	0	0	622	2	6	26	7708	0
6.212	0	0	622	3	48	24	6882	0
6.213	0	0	622	4	49	26	7708	0
6.214	0	0	622	5	57	26	7708	0
6.215	0	0	622	6	64	28	9422	0
6.216	0	0	622	7	68	28	9422	0
6.217	0	0	622	8	71	24	6882	0
6.218	0	0	622	9	3	24	6882	0
6.219	0	0	622	10	5	24	6882	0
6.22	0	0	623	1	26	28	9422	0
6.221	0	0	623	2	7	28	9422	0
6.222	0	0	623	3	69	28	9422	0
6.223	0	0	623	4	9	28	9422	0
6.224	0	0	623	5	28	28	9422	0
6.225	0	0	623	6	12	28	9422	0
6.226	0	0	623	7	27	28	9422	0
6.227	0	0	623	8	14	26	7708	0
6.228	0	0	623	9	23	24	6882	0
6.229	0	0	623	10	10	26	7708	0
6.23	0	0	624	1	17	28	9422	0
6.231	0	0	624	2	34	24	6882	0
6.232	0	0	624	3	25	26	7708	0
6.233	0	0	624	4	37	24	6882	0
6.234	0	0	624	5	38	28	9422	0
6.235	0	0	624	6	6	26	7708	0
6.236	0	0	624	7	59	28	9422	0
6.237	0	0	624	8	59	28	9422	0
6.238	0	0	624	9	47	28	9422	0
6.239	0	0	624	10	1	28	9422	0
6.24	0	0	625	1	48	24	6882	0
6.241	0	0	625	2	49	26	7708	0
6.242	0	0	625	3	57	26	7708	0
6.243	0	0	625	4	64	28	9422	0
6.244	0	0	625	5	68	28	9422	0
6.245	0	0	625	6	1	28	9422	0
6.246	0	0	625	7	71	24	6882	0
6.247	0	0	625	8	3	24	6882	0
6.248	0	0	625	9	5	24	6882	0
6.249	0	0	625	10	26	28	9422	0
6.25	0	0	626	1	7	28	9422	0
6.251	0	0	626	2	9	28	9422	0
6.252	0	0	626	3	28	28	9422	0
6.253	0	0	626	4	12	28	9422	0
6.254	0	0	626	5	27	28	9422	0
6.255	0	0	626	6	14	26	7708	0
6.256	0	0	626	7	23	24	6882	0
6.257	0	0	626	8	10	26	7708	0
6.258	0	0	626	9	17	28	9422	0
6.259	0	0	626	10	34	24	6882	0
6.26	0	0	627	1	35	28	9422	0
6.261	0	0	627	2	25	26	7708	0
6.262	0	0	627	3	37	24	6882	0
6.263	0	0	627	4	59	28	9422	0
6.264	0	0	627	5	38	28	9422	0
6.265	0	0	627	6	35	28	9422	0
6.266	0	0	627	7	6	26	7708	0
6.267	0	0	627	8	70	24	6882	0
6.268	0	0	627	9	70	24	6882	0
6.269	0	0	627	10	48	24	6882	0
6.27	0	0	628	1	49	26	7708	0
6.271	0	0	628	2	57	26	7708	0
6.273	0	0	628	4	64	28	9422	0
6.274	0	0	628	5	68	28	9422	0
6.275	0	0	628	6	71	24	6882	0
6.276	0	0	628	7	24	26	7708	0
6.277	0	0	628	8	3	24	6882	0
6.278	0	0	628	9	35	28	9422	0
6.279	0	0	628	10	5	24	6882	0
6.28	0	0	629	1	7	28	9422	0
6.281	0	0	629	2	9	28	9422	0
6.282	0	0	629	3	28	28	9422	0
6.283	0	0	629	4	26	28	9422	0
6.284	0	0	629	5	12	28	9422	0
6.285	0	0	629	6	27	28	9422	0
6.286	0	0	629	7	14	26	7708	0
6.287	0	0	629	8	23	24	6882	0
6.288	0	0	629	9	10	26	7708	0
6.289	0	0	629	10	17	28	9422	0
6.29	0	0	630	1	69	28	9422	0
6.291	0	0	630	2	25	26	7708	0
6.292	0	0	630	3	37	24	6882	0
6.293	0	0	630	4	38	28	9422	0
6.294	0	0	630	5	6	26	7708	0
6.295	0	0	630	6	47	28	9422	0
6.296	0	0	630	7	48	24	6882	0
6.297	0	0	630	8	49	26	7708	0
6.298	0	0	630	9	57	26	7708	0
6.299	0	0	630	10	64	28	9422	0
6.3	0	0	631	1	35	28	9422	0
6.301	0	0	631	2	20	24	6882	0
6.302	0	0	631	3	68	28	9422	0
6.303	0	0	631	4	71	24	6882	0
6.304	0	0	631	5	3	24	6882	0
6.305	0	0	631	6	59	28	9422	0
6.306	0	0	631	7	5	24	6882	0
6.307	0	0	631	8	59	28	9422	0
6.308	0	0	631	9	7	28	9422	0
6.309	0	0	631	10	26	28	9422	0
6.31	0	0	632	1	9	28	9422	0
6.311	0	0	632	2	28	28	9422	0
6.312	0	0	632	3	12	28	9422	0
6.313	0	0	632	4	27	28	9422	0
6.314	0	0	632	5	14	26	7708	0
6.316	0	0	632	7	23	24	6882	0
6.317	0	0	632	8	10	26	7708	0
6.318	0	0	632	9	17	28	9422	0
6.319	0	0	632	10	25	26	7708	0
6.32	0	0	633	1	37	24	6882	0
6.321	0	0	633	2	34	24	6882	0
6.322	0	0	633	3	38	28	9422	0
6.323	0	0	633	4	6	26	7708	0
6.324	0	0	633	5	48	24	6882	0
6.325	0	0	633	6	49	26	7708	0
6.326	0	0	633	7	57	26	7708	0
6.327	0	0	633	8	64	28	9422	0
6.328	0	0	633	9	35	28	9422	0
6.329	0	0	633	10	20	24	6882	0
6.33	0	0	634	1	47	28	9422	0
6.331	0	0	634	2	68	28	9422	0
6.332	0	0	634	3	71	24	6882	0
6.333	0	0	634	4	47	28	9422	0
6.334	0	0	634	5	3	24	6882	0
6.335	0	0	634	6	5	24	6882	0
6.336	0	0	634	7	7	28	9422	0
6.337	0	0	634	8	26	28	9422	0
6.338	0	0	634	9	9	28	9422	0
6.339	0	0	634	10	28	28	9422	0
6.34	0	0	635	1	12	28	9422	0
6.341	0	0	635	2	27	28	9422	0
6.342	0	0	635	3	14	26	7708	0
6.343	0	0	635	4	23	24	6882	0
6.344	0	0	635	5	10	26	7708	0
6.345	0	0	635	6	59	28	9422	0
6.346	0	0	635	7	17	28	9422	0
6.347	0	0	635	8	25	26	7708	0
6.348	0	0	635	9	37	24	6882	0
6.349	0	0	635	10	34	24	6882	0
6.35	0	0	636	1	38	28	9422	0
6.351	0	0	636	2	6	26	7708	0
6.352	0	0	636	3	56	28	9422	0
6.353	0	0	636	4	48	24	6882	0
6.354	0	0	636	5	49	26	7708	0
6.355	0	0	636	6	57	26	7708	0
6.356	0	0	636	7	47	28	9422	0
6.357	0	0	636	8	64	28	9422	0
6.358	0	0	636	9	35	28	9422	0
6.359	0	0	636	10	68	28	9422	0
6.36	0	0	637	1	71	24	6882	0
6.361	0	0	637	2	3	24	6882	0
6.362	0	0	637	3	5	24	6882	0
6.363	0	0	637	4	70	24	6882	0
6.366	0	0	637	7	7	28	9422	0
6.367	0	0	637	8	59	28	9422	0
6.368	0	0	637	9	9	28	9422	0
6.369	0	0	637	10	28	28	9422	0
6.37	0	0	638	1	20	24	6882	0
6.371	0	0	638	2	20	24	6882	0
6.372	0	0	638	3	12	28	9422	0
6.373	0	0	638	4	27	28	9422	0
6.374	0	0	638	5	14	26	7708	0
6.375	0	0	638	6	23	24	6882	0
6.376	0	0	638	7	10	26	7708	0
6.377	0	0	638	8	17	28	9422	0
6.378	0	0	638	9	25	26	7708	0
6.379	0	0	638	10	37	24	6882	0
6.38	0	0	639	1	38	28	9422	0
6.381	0	0	639	2	6	26	7708	0
6.382	0	0	639	3	47	28	9422	0
6.383	0	0	639	4	48	24	6882	0
6.384	0	0	639	5	49	26	7708	0
6.385	0	0	639	6	56	28	9422	0
6.386	0	0	639	7	57	26	7708	0
6.387	0	0	639	8	64	28	9422	0
6.388	0	0	639	9	35	28	9422	0
6.389	0	0	639	10	68	28	9422	0
6.39	0	0	640	1	71	24	6882	0
6.391	0	0	640	2	70	24	6882	0
6.392	0	0	640	3	3	24	6882	0
6.393	0	0	640	4	46	26	7708	0
6.394	0	0	640	5	34	24	6882	0
6.395	0	0	640	6	5	24	6882	0
6.396	0	0	640	7	20	24	6882	0
6.397	0	0	640	8	7	28	9422	0
6.398	0	0	640	9	9	28	9422	0
6.399	0	0	640	10	12	28	9422	0
6.4	0	0	641	1	27	28	9422	0
6.401	0	0	641	2	14	26	7708	0
6.402	0	0	641	3	23	24	6882	0
6.403	0	0	641	4	10	26	7708	0
6.404	0	0	641	5	17	28	9422	0
6.405	0	0	641	6	56	28	9422	0
6.406	0	0	641	7	25	26	7708	0
6.407	0	0	641	8	28	28	9422	0
6.408	0	0	641	9	37	24	6882	0
6.409	0	0	641	10	38	28	9422	0
6.41	0	0	642	1	56	28	9422	0
6.411	0	0	642	2	24	26	7708	0
6.412	0	0	642	3	6	26	7708	0
6.413	0	0	642	4	47	28	9422	0
6.414	0	0	642	5	48	24	6882	0
6.415	0	0	642	6	49	26	7708	0
6.416	0	0	642	7	57	26	7708	0
6.417	0	0	642	8	21	24	6882	0
6.418	0	0	642	9	64	28	9422	0
6.419	0	0	642	10	68	28	9422	0
6.42	0	0	643	1	71	24	6882	0
6.421	0	0	643	2	3	24	6882	0
6.422	0	0	643	3	34	24	6882	0
6.423	0	0	643	4	5	24	6882	0
6.424	0	0	643	5	7	28	9422	0
6.425	0	0	643	6	9	28	9422	0
6.426	0	0	643	7	35	28	9422	0
6.427	0	0	643	8	12	28	9422	0
6.428	0	0	643	9	28	28	9422	0
6.429	0	0	643	10	27	28	9422	0
6.431	0	0	644	2	14	26	7708	0
6.432	0	0	644	3	23	24	6882	0
6.433	0	0	644	4	10	26	7708	0
6.434	0	0	644	5	17	28	9422	0
6.435	0	0	644	6	25	26	7708	0
6.436	0	0	644	7	37	24	6882	0
6.437	0	0	644	8	38	28	9422	0
6.438	0	0	644	9	56	28	9422	0
6.439	0	0	644	10	6	26	7708	0
6.44	0	0	645	1	48	24	6882	0
6.441	0	0	645	2	49	26	7708	0
6.442	0	0	645	3	57	26	7708	0
6.443	0	0	645	4	21	24	6882	0
6.444	0	0	645	5	64	28	9422	0
6.445	0	0	645	6	47	28	9422	0
6.446	0	0	645	7	68	28	9422	0
6.447	0	0	645	8	71	24	6882	0
6.448	0	0	645	9	3	24	6882	0
6.449	0	0	645	10	34	24	6882	0
6.45	0	0	646	1	20	24	6882	0
6.451	0	0	646	2	5	24	6882	0
6.452	0	0	646	3	7	28	9422	0
6.453	0	0	646	4	9	28	9422	0
6.454	0	0	646	5	12	28	9422	0
6.455	0	0	646	6	1	28	9422	0
6.456	0	0	646	7	28	28	9422	0
6.458	0	0	646	9	27	28	9422	0
6.459	0	0	646	10	14	26	7708	0
6.461	0	0	647	2	10	26	7708	0
6.462	0	0	647	3	17	28	9422	0
6.463	0	0	647	4	25	26	7708	0
6.464	0	0	647	5	37	24	6882	0
6.465	0	0	647	6	38	28	9422	0
6.466	0	0	647	7	56	28	9422	0
6.467	0	0	647	8	6	26	7708	0
6.468	0	0	647	9	21	24	6882	0
6.469	0	0	647	10	48	24	6882	0
6.47	0	0	648	1	49	26	7708	0
6.471	0	0	648	2	57	26	7708	0
6.472	0	0	648	3	64	28	9422	0
6.473	0	0	648	4	68	28	9422	0
6.474	0	0	648	5	71	24	6882	0
6.475	0	0	648	6	35	28	9422	0
6.476	0	0	648	7	3	24	6882	0
6.477	0	0	648	8	23	24	6882	0
6.478	0	0	648	9	24	26	7708	0
6.479	0	0	648	10	34	24	6882	0
6.48	0	0	649	1	5	24	6882	0
6.481	0	0	649	2	7	28	9422	0
6.482	0	0	649	3	9	28	9422	0
6.484	0	0	649	5	12	28	9422	0
6.485	0	0	649	6	28	28	9422	0
6.486	0	0	649	7	27	28	9422	0
6.487	0	0	649	8	14	26	7708	0
6.488	0	0	649	9	20	24	6882	0
6.489	0	0	649	10	10	26	7708	0
6.49	0	0	650	1	17	28	9422	0
6.491	0	0	650	2	25	26	7708	0
6.493	0	0	650	4	37	24	6882	0
6.494	0	0	650	5	38	28	9422	0
6.495	0	0	650	6	6	26	7708	0
6.496	0	0	650	7	21	24	6882	0
6.497	0	0	650	8	48	24	6882	0
6.498	0	0	650	9	49	26	7708	0
6.499	0	0	650	10	56	28	9422	0
6.5	0	0	651	1	57	26	7708	0
6.501	0	0	651	2	64	28	9422	0
6.502	0	0	651	3	68	28	9422	0
6.503	0	0	651	4	71	24	6882	0
6.504	0	0	651	5	58	28	9422	0
6.505	0	0	651	6	3	24	6882	0
6.506	0	0	651	7	34	24	6882	0
6.507	0	0	651	8	5	24	6882	0
6.508	0	0	651	9	7	28	9422	0
6.509	0	0	651	10	9	28	9422	0
6.51	0	0	652	1	35	28	9422	0
6.511	0	0	652	2	12	28	9422	0
6.512	0	0	652	3	28	28	9422	0
6.513	0	0	652	4	27	28	9422	0
6.514	0	0	652	5	14	26	7708	0
6.515	0	0	652	6	20	24	6882	0
6.516	0	0	652	7	10	26	7708	0
6.517	0	0	652	8	17	28	9422	0
6.518	0	0	652	9	25	26	7708	0
6.519	0	0	652	10	23	24	6882	0
6.52	0	0	653	1	72	24	6882	0
6.521	0	0	653	2	37	24	6882	0
6.522	0	0	653	3	38	28	9422	0
6.523	0	0	653	4	6	26	7708	0
6.524	0	0	653	5	21	24	6882	0
6.525	0	0	653	6	56	28	9422	0
6.526	0	0	653	7	48	24	6882	0
6.527	0	0	653	8	49	26	7708	0
6.528	0	0	653	9	57	26	7708	0
6.529	0	0	653	10	64	28	9422	0
6.53	0	0	654	1	47	28	9422	0
6.531	0	0	654	2	68	28	9422	0
6.532	0	0	654	3	71	24	6882	0
6.533	0	0	654	4	70	24	6882	0
6.534	0	0	654	5	70	24	6882	0
6.535	0	0	654	6	3	24	6882	0
6.536	0	0	654	7	70	24	6882	0
6.537	0	0	654	8	34	24	6882	0
6.538	0	0	654	9	5	24	6882	0
6.539	0	0	654	10	7	28	9422	0
6.54	0	0	655	1	9	28	9422	0
6.541	0	0	655	2	35	28	9422	0
6.542	0	0	655	3	12	28	9422	0
6.543	0	0	655	4	28	28	9422	0
6.544	0	0	655	5	27	28	9422	0
6.545	0	0	655	6	14	26	7708	0
6.546	0	0	655	7	24	26	7708	0
6.547	0	0	655	8	20	24	6882	0
6.548	0	0	655	9	10	26	7708	0
6.549	0	0	655	10	17	28	9422	0
6.55	0	0	656	1	25	26	7708	0
6.551	0	0	656	2	23	24	6882	0
6.552	0	0	656	3	37	24	6882	0
6.553	0	0	656	4	38	28	9422	0
6.554	0	0	656	5	6	26	7708	0
6.555	0	0	656	6	56	28	9422	0
6.556	0	0	656	7	21	24	6882	0
6.557	0	0	656	8	4	24	6882	0
6.558	0	0	656	9	48	24	6882	0
6.559	0	0	656	10	59	28	9422	0
6.56	0	0	657	1	70	24	6882	0
6.561	0	0	657	2	47	28	9422	0
6.562	0	0	657	3	49	26	7708	0
6.563	0	0	657	4	57	26	7708	0
6.564	0	0	657	5	64	28	9422	0
6.565	0	0	657	6	68	28	9422	0
6.566	0	0	657	7	47	28	9422	0
6.567	0	0	657	8	71	24	6882	0
6.568	0	0	657	9	3	24	6882	0
6.569	0	0	657	10	34	24	6882	0
6.57	0	0	658	1	5	24	6882	0
6.571	0	0	658	2	7	28	9422	0
6.572	0	0	658	3	9	28	9422	0
6.573	0	0	658	4	35	28	9422	0
6.574	0	0	658	5	12	28	9422	0
6.575	0	0	658	6	28	28	9422	0
6.576	0	0	658	7	14	26	7708	0
6.577	0	0	658	8	10	26	7708	0
6.578	0	0	658	9	17	28	9422	0
6.579	0	0	658	10	25	26	7708	0
6.58	0	0	659	1	23	24	6882	0
6.581	0	0	659	2	27	28	9422	0
6.582	0	0	659	3	37	24	6882	0
6.583	0	0	659	4	38	28	9422	0
6.584	0	0	659	5	6	26	7708	0
6.585	0	0	659	6	56	28	9422	0
6.586	0	0	659	7	48	24	6882	0
6.587	0	0	659	8	70	24	6882	0
6.588	0	0	659	9	49	26	7708	0
6.589	0	0	659	10	57	26	7708	0
6.59	0	0	660	1	64	28	9422	0
6.591	0	0	660	2	47	28	9422	0
6.592	0	0	660	3	68	28	9422	0
6.593	0	0	660	4	71	24	6882	0
6.594	0	0	660	5	20	24	6882	0
6.595	0	0	660	6	3	24	6882	0
6.596	0	0	660	7	34	24	6882	0
6.597	0	0	660	8	5	24	6882	0
6.598	0	0	660	9	7	28	9422	0
6.599	0	0	660	10	9	28	9422	0
6.6	0	0	661	1	35	28	9422	0
6.601	0	0	661	2	12	28	9422	0
6.602	0	0	661	3	18	28	9422	0
6.603	0	0	661	4	28	28	9422	0
6.604	0	0	661	5	14	26	7708	0
6.605	0	0	661	6	10	26	7708	0
6.606	0	0	661	7	17	28	9422	0
6.607	0	0	661	8	25	26	7708	0
6.608	0	0	661	9	23	24	6882	0
6.61	0	0	662	1	58	28	9422	0
6.611	0	0	662	2	37	24	6882	0
6.612	0	0	662	3	38	28	9422	0
6.613	0	0	662	4	22	26	7708	0
6.614	0	0	662	5	27	28	9422	0
6.615	0	0	662	6	6	26	7708	0
6.616	0	0	662	7	24	26	7708	0
6.617	0	0	662	8	56	28	9422	0
6.618	0	0	662	9	48	24	6882	0
6.619	0	0	662	10	49	26	7708	0
6.62	0	0	663	1	57	26	7708	0
6.621	0	0	663	2	64	28	9422	0
6.622	0	0	663	3	68	28	9422	0
6.623	0	0	663	4	71	24	6882	0
6.624	0	0	663	5	3	24	6882	0
6.625	0	0	663	6	34	24	6882	0
6.626	0	0	663	7	5	24	6882	0
6.627	0	0	663	8	26	28	9422	0
6.628	0	0	663	9	69	28	9422	0
6.629	0	0	663	10	7	28	9422	0
6.63	0	0	664	1	9	28	9422	0
6.631	0	0	664	2	35	28	9422	0
6.632	0	0	664	3	12	28	9422	0
6.633	0	0	664	4	28	28	9422	0
6.634	0	0	664	5	14	26	7708	0
